DATE,COUNTRY,PRODUCT,SALES
20-09-2023,UK,TAB,856
20-09-2023,UK,IPHONE,843
20-09-2023,US,IPHONE,504
20-09-2023,US,IPHONE,475
20-09-2023,GERMANY,SPEAKERS,7
21-09-2023,UK,IPHONE,67
21-09-2023,INDIA,TV,89
21-09-2023,INDIA,SPEAKERS,43
21-09-2023,INDIA,PHONE,915
22-09-2023,US,PHONE,656
23-09-2023,US,TAB,122
23-09-2023,UK,TV,261
23-09-2023,UK,IPHONE,794
23-09-2023,US,IPHONE,905
24-09-2023,INDIA,TV,841
24-09-2023,INDIA,TAB,123
25-09-2023,GERMANY,TAB,675
25-09-2023,US,TAB,531
26-09-2023,UK,TV,100
26-09-2023,UK,IPHONE,96
27-09-2023,US,SPEAKERS,427
27-09-2023,INDIA,SPEAKERS,697
27-09-2023,GERMANY,SPEAKERS,56
27-09-2023,UK,PHONE,176
27-09-2023,UK,PHONE,927
28-09-2023,UK,PHONE,659
28-09-2023,UK,PHONE,820
29-09-2023,UK,TAB,55
29-09-2023,INDIA,TAB,743
29-09-2023,UK,PHONE,763
29-09-2023,INDIA,IPHONE,197
29-09-2023,US,TAB,204
29-09-2023,GERMANY,TAB,844
30-09-2023,INDIA,PHONE,375
30-09-2023,GERMANY,IPHONE,800
30-09-2023,US,PHONE,834
01-10-2023,US,TV,58
02-10-2023,GERMANY,TAB,806
02-10-2023,GERMANY,IPHONE,507
03-10-2023,UK,SPEAKERS,705
04-10-2023,UK,PHONE,89
04-10-2023,GERMANY,TAB,414
04-10-2023,INDIA,SPEAKERS,312
05-10-2023,GERMANY,IPHONE,980
06-10-2023,INDIA,IPHONE,909
06-10-2023,US,TV,897
06-10-2023,UK,PHONE,361
06-10-2023,GERMANY,IPHONE,94
06-10-2023,UK,TAB,992
07-10-2023,UK,SPEAKERS,639
07-10-2023,UK,TAB,616
07-10-2023,US,TV,422
07-10-2023,GERMANY,TV,609
08-10-2023,US,TAB,363
08-10-2023,UK,TAB,220
08-10-2023,UK,SPEAKERS,106
08-10-2023,UK,IPHONE,207
10-10-2023,INDIA,TV,596
10-10-2023,INDIA,PHONE,755
10-10-2023,INDIA,PHONE,810
10-10-2023,US,PHONE,830
12-10-2023,GERMANY,SPEAKERS,244
12-10-2023,INDIA,SPEAKERS,341
13-10-2023,INDIA,IPHONE,915
13-10-2023,GERMANY,SPEAKERS,285
13-10-2023,GERMANY,PHONE,306
14-10-2023,INDIA,PHONE,410
14-10-2023,INDIA,SPEAKERS,626
14-10-2023,UK,IPHONE,240
15-10-2023,INDIA,TV,892
16-10-2023,GERMANY,SPEAKERS,952
16-10-2023,US,TV,368
18-10-2023,US,PHONE,404
18-10-2023,UK,PHONE,441
18-10-2023,US,IPHONE,506
20-10-2023,INDIA,PHONE,744
20-10-2023,UK,TV,342
20-10-2023,INDIA,TV,311
20-10-2023,UK,TV,348
21-10-2023,INDIA,SPEAKERS,446
23-10-2023,GERMANY,IPHONE,763
23-10-2023,US,SPEAKERS,912
23-10-2023,UK,PHONE,450
24-10-2023,GERMANY,TAB,247
24-10-2023,US,TV,992
24-10-2023,US,IPHONE,501
25-10-2023,UK,IPHONE,483
25-10-2023,GERMANY,IPHONE,328
25-10-2023,INDIA,PHONE,424
26-10-2023,INDIA,SPEAKERS,181
26-10-2023,UK,TAB,902
27-10-2023,US,TAB,108
27-10-2023,INDIA,IPHONE,88
27-10-2023,UK,IPHONE,367
27-10-2023,US,IPHONE,601
27-10-2023,INDIA,SPEAKERS,35
28-10-2023,US,SPEAKERS,921
28-10-2023,INDIA,TV,868
28-10-2023,INDIA,TAB,396
28-10-2023,INDIA,TAB,678
28-10-2023,INDIA,TAB,556
28-10-2023,GERMANY,TV,508
29-10-2023,UK,IPHONE,710
29-10-2023,INDIA,SPEAKERS,957
29-10-2023,INDIA,TAB,562
30-10-2023,INDIA,IPHONE,579
30-10-2023,INDIA,TV,381
30-10-2023,GERMANY,IPHONE,119
31-10-2023,GERMANY,SPEAKERS,179
31-10-2023,UK,TV,544
31-10-2023,US,SPEAKERS,704
31-10-2023,UK,TAB,525
31-10-2023,US,TAB,154
31-10-2023,UK,PHONE,468
01-11-2023,INDIA,PHONE,132
01-11-2023,INDIA,SPEAKERS,545
02-11-2023,US,TAB,893
02-11-2023,UK,TAB,6
02-11-2023,US,TV,71
02-11-2023,INDIA,SPEAKERS,238
02-11-2023,US,SPEAKERS,182
03-11-2023,US,IPHONE,513
03-11-2023,INDIA,TV,8
04-11-2023,US,IPHONE,953
06-11-2023,GERMANY,TAB,142
06-11-2023,US,IPHONE,666
06-11-2023,GERMANY,SPEAKERS,495
06-11-2023,GERMANY,TAB,439
07-11-2023,US,TAB,150
07-11-2023,INDIA,PHONE,634
07-11-2023,GERMANY,IPHONE,173
08-11-2023,GERMANY,TV,455
08-11-2023,GERMANY,SPEAKERS,624
08-11-2023,US,TAB,349
09-11-2023,US,IPHONE,289
09-11-2023,INDIA,SPEAKERS,419
09-11-2023,US,IPHONE,477
09-11-2023,US,TAB,643
10-11-2023,GERMANY,TV,536
10-11-2023,GERMANY,TAB,80
10-11-2023,US,IPHONE,620
11-11-2023,UK,SPEAKERS,125
13-11-2023,US,TAB,820
13-11-2023,GERMANY,PHONE,10
13-11-2023,US,SPEAKERS,979
13-11-2023,US,IPHONE,558
14-11-2023,INDIA,TAB,983
14-11-2023,US,TV,360
14-11-2023,US,SPEAKERS,661
15-11-2023,UK,TV,321
16-11-2023,INDIA,PHONE,508
17-11-2023,UK,IPHONE,661
17-11-2023,INDIA,SPEAKERS,730
18-11-2023,UK,SPEAKERS,703
18-11-2023,INDIA,IPHONE,6
18-11-2023,GERMANY,IPHONE,696
19-11-2023,UK,TAB,495
19-11-2023,UK,TV,997
19-11-2023,INDIA,IPHONE,998
19-11-2023,GERMANY,TV,530
20-11-2023,GERMANY,TV,407
20-11-2023,GERMANY,IPHONE,981
20-11-2023,UK,IPHONE,790
21-11-2023,GERMANY,IPHONE,969
21-11-2023,UK,TAB,537
21-11-2023,US,SPEAKERS,778
21-11-2023,INDIA,TV,961
22-11-2023,UK,SPEAKERS,789
22-11-2023,GERMANY,TAB,558
22-11-2023,US,TV,228
22-11-2023,GERMANY,SPEAKERS,445
22-11-2023,UK,SPEAKERS,621
24-11-2023,UK,TV,642
24-11-2023,GERMANY,SPEAKERS,669
25-11-2023,GERMANY,TAB,530
25-11-2023,UK,PHONE,901
26-11-2023,INDIA,TV,635
26-11-2023,US,TAB,326
26-11-2023,UK,SPEAKERS,646
27-11-2023,UK,PHONE,172
27-11-2023,INDIA,PHONE,341
27-11-2023,US,TV,673
27-11-2023,GERMANY,SPEAKERS,369
27-11-2023,UK,TV,146
28-11-2023,US,TAB,686
29-11-2023,US,IPHONE,966
29-11-2023,INDIA,TAB,706
30-11-2023,UK,PHONE,364
30-11-2023,GERMANY,IPHONE,239
