DATE,COUNTRY,PRODUCT,SALES
15-10-2022,UK,IPHONE,794
15-10-2022,INDIA,IPHONE,998
16-10-2022,GERMANY,TV,847
17-10-2022,US,SPEAKERS,587
19-10-2022,US,IPHONE,319
19-10-2022,GERMANY,IPHONE,915
19-10-2022,UK,IPHONE,387
19-10-2022,GERMANY,IPHONE,996
19-10-2022,GERMANY,PHONE,304
20-10-2022,GERMANY,IPHONE,405
22-10-2022,INDIA,PHONE,583
22-10-2022,UK,TV,10
23-10-2022,GERMANY,TV,206
23-10-2022,GERMANY,TV,774
23-10-2022,GERMANY,IPHONE,309
24-10-2022,INDIA,PHONE,508
25-10-2022,INDIA,SPEAKERS,627
25-10-2022,INDIA,IPHONE,715
26-10-2022,US,IPHONE,270
26-10-2022,INDIA,TAB,601
26-10-2022,UK,SPEAKERS,978
27-10-2022,GERMANY,PHONE,250
28-10-2022,UK,SPEAKERS,639
28-10-2022,US,PHONE,707
28-10-2022,GERMANY,SPEAKERS,244
28-10-2022,INDIA,TV,951
29-10-2022,INDIA,TAB,743
29-10-2022,GERMANY,TAB,27
29-10-2022,INDIA,SPEAKERS,200
29-10-2022,GERMANY,SPEAKERS,735
31-10-2022,US,TAB,848
31-10-2022,INDIA,PHONE,470
04-11-2022,US,TAB,204
04-11-2022,UK,IPHONE,707
04-11-2022,US,TV,552
04-11-2022,US,PHONE,178
05-11-2022,GERMANY,IPHONE,260
05-11-2022,INDIA,IPHONE,474
05-11-2022,GERMANY,SPEAKERS,486
06-11-2022,GERMANY,TAB,654
06-11-2022,UK,SPEAKERS,151
06-11-2022,INDIA,IPHONE,141
06-11-2022,UK,SPEAKERS,467
06-11-2022,US,IPHONE,71
08-11-2022,UK,TV,448
09-11-2022,US,IPHONE,513
10-11-2022,INDIA,TV,856
10-11-2022,US,SPEAKERS,551
10-11-2022,GERMANY,TV,426
10-11-2022,GERMANY,TAB,157
11-11-2022,GERMANY,PHONE,537
11-11-2022,INDIA,PHONE,950
11-11-2022,INDIA,TAB,515
11-11-2022,UK,TAB,331
11-11-2022,GERMANY,PHONE,809
12-11-2022,UK,IPHONE,710
12-11-2022,GERMANY,PHONE,225
13-11-2022,UK,TAB,893
13-11-2022,US,TAB,122
13-11-2022,UK,PHONE,901
14-11-2022,GERMANY,TAB,142
14-11-2022,UK,TAB,699
14-11-2022,US,TV,349
15-11-2022,US,PHONE,492
16-11-2022,INDIA,SPEAKERS,238
16-11-2022,UK,SPEAKERS,543
17-11-2022,US,TAB,850
17-11-2022,INDIA,PHONE,618
18-11-2022,US,TAB,363
18-11-2022,US,TV,294
18-11-2022,GERMANY,SPEAKERS,706
18-11-2022,INDIA,SPEAKERS,394
19-11-2022,INDIA,TAB,834
19-11-2022,INDIA,IPHONE,298
19-11-2022,INDIA,TV,835
20-11-2022,US,TAB,404
20-11-2022,GERMANY,SPEAKERS,369
20-11-2022,US,TV,181
21-11-2022,UK,SPEAKERS,920
22-11-2022,US,TAB,717
22-11-2022,US,SPEAKERS,144
23-11-2022,INDIA,TV,391
23-11-2022,INDIA,IPHONE,486
23-11-2022,INDIA,PHONE,496
23-11-2022,UK,IPHONE,695
24-11-2022,GERMANY,IPHONE,103
24-11-2022,UK,SPEAKERS,619
24-11-2022,GERMANY,IPHONE,119
25-11-2022,UK,TV,611
26-11-2022,INDIA,IPHONE,909
26-11-2022,US,PHONE,918
26-11-2022,UK,SPEAKERS,454
26-11-2022,INDIA,SPEAKERS,35
27-11-2022,US,TAB,820
27-11-2022,UK,TV,176
27-11-2022,GERMANY,TAB,687
28-11-2022,GERMANY,SPEAKERS,285
29-11-2022,GERMANY,IPHONE,763
29-11-2022,INDIA,TAB,903
29-11-2022,INDIA,PHONE,410
29-11-2022,GERMANY,IPHONE,328
29-11-2022,GERMANY,IPHONE,245
29-11-2022,INDIA,TV,913
30-11-2022,UK,IPHONE,275
30-11-2022,INDIA,PHONE,267
01-12-2022,US,SPEAKERS,912
01-12-2022,INDIA,TAB,562
01-12-2022,INDIA,IPHONE,145
01-12-2022,GERMANY,SPEAKERS,593
02-12-2022,UK,TAB,470
02-12-2022,GERMANY,PHONE,47
03-12-2022,INDIA,TV,279
03-12-2022,INDIA,IPHONE,88
03-12-2022,US,SPEAKERS,570
03-12-2022,GERMANY,SPEAKERS,336
03-12-2022,GERMANY,PHONE,469
03-12-2022,INDIA,IPHONE,573
03-12-2022,GERMANY,TAB,998
04-12-2022,INDIA,SPEAKERS,517
05-12-2022,INDIA,PHONE,755
05-12-2022,US,IPHONE,506
05-12-2022,UK,TAB,920
06-12-2022,GERMANY,IPHONE,92
06-12-2022,INDIA,SPEAKERS,175
06-12-2022,INDIA,TV,86
08-12-2022,INDIA,TV,811
08-12-2022,INDIA,PHONE,336
08-12-2022,UK,PHONE,450
08-12-2022,GERMANY,SPEAKERS,503
08-12-2022,INDIA,SPEAKERS,312
08-12-2022,US,SPEAKERS,571
09-12-2022,INDIA,IPHONE,218
10-12-2022,GERMANY,SPEAKERS,982
11-12-2022,GERMANY,IPHONE,845
11-12-2022,INDIA,TAB,915
12-12-2022,UK,TV,852
12-12-2022,US,TAB,154
12-12-2022,UK,SPEAKERS,221
13-12-2022,GERMANY,TAB,877
13-12-2022,UK,PHONE,854
14-12-2022,GERMANY,PHONE,836
14-12-2022,UK,IPHONE,377
14-12-2022,US,IPHONE,703
15-12-2022,US,SPEAKERS,219
15-12-2022,INDIA,TAB,863
16-12-2022,INDIA,PHONE,728
17-12-2022,INDIA,TAB,686
17-12-2022,US,PHONE,257
17-12-2022,INDIA,SPEAKERS,552
17-12-2022,INDIA,SPEAKERS,119
18-12-2022,INDIA,PHONE,34
18-12-2022,UK,PHONE,922
18-12-2022,UK,SPEAKERS,658
19-12-2022,UK,IPHONE,305
19-12-2022,US,PHONE,813
19-12-2022,GERMANY,PHONE,250
20-12-2022,UK,PHONE,959
21-12-2022,UK,SPEAKERS,789
21-12-2022,UK,PHONE,89
22-12-2022,UK,TV,544
22-12-2022,UK,PHONE,176
23-12-2022,GERMANY,PHONE,224
23-12-2022,US,IPHONE,462
23-12-2022,UK,IPHONE,367
23-12-2022,INDIA,TV,518
23-12-2022,US,TV,149
23-12-2022,UK,IPHONE,782
24-12-2022,INDIA,IPHONE,223
25-12-2022,INDIA,SPEAKERS,545
25-12-2022,INDIA,IPHONE,175
25-12-2022,UK,IPHONE,71
25-12-2022,UK,TAB,798
25-12-2022,INDIA,SPEAKERS,736
26-12-2022,INDIA,SPEAKERS,877
27-12-2022,UK,SPEAKERS,865
28-12-2022,US,TAB,150
28-12-2022,INDIA,TAB,394
28-12-2022,INDIA,SPEAKERS,697
30-12-2022,US,IPHONE,558
30-12-2022,GERMANY,TV,199
30-12-2022,INDIA,IPHONE,699
30-12-2022,UK,IPHONE,602
30-12-2022,US,SPEAKERS,509
31-12-2022,UK,TV,938
31-12-2022,INDIA,TAB,396
